32412335,REPUBLIC138 KV  T1,Ohio Power Company 
32412337,REPUBLIC138 KV  T2,Ohio Power Company 
32412339,REPUBLIC138 KV  T3,Ohio Power Company 
32412365,RIO     138 KV  T1,Ohio Power Company 
32412393,ROBERTS213 KV   T3,Ohio Power Company 
32412395,ROBERTS213 KV   T4,Ohio Power Company 
32412411,ROCKHILL138 KV  T4,Ohio Power Company 
32412413,ROCKHILL34 KV   BLUELICK,Ohio Power Company 
32412415,ROCKHILL34 KV   DANACORP,Ohio Power Company 
32412417,ROCKHILL34 KV   ELIZABET,Ohio Power Company 
32412419,ROCKHILL34 KV   JONESCTY,Ohio Power Company 
32412421,ROCKHILL34 KV   LOAD,Ohio Power Company 
32412423,ROCKHILL34 KV   MWELIDA,Ohio Power Company 
32412425,ROCKHILL34 KV   NEUBRECH,Ohio Power Company 
32412427,ROCKHILL34 KV   ROBBAVEN,Ohio Power Company 
32412429,ROCKHILL34 KV   WRIGHTEX,Ohio Power Company 
32412439,ROSS    69 KV   CMPSHERM,Ohio Power Company 
32412441,ROSS    69 KV   GINGER,Ohio Power Company 
32412443,ROSS    69 KV   MEAD,Ohio Power Company 
32412445,ROSS    12 KV   T1,Ohio Power Company 
32412447,ROSS    12 KV   T2,Ohio Power Company 
32412463,RUTLAND 138 KV  T1,Ohio Power Company 
32412477,SAWMILL 138 KV  T1,Ohio Power Company 
32412479,SAWMILL 138 KV  T2,Ohio Power Company 
32412481,SAWMILL 138 KV  T3,Ohio Power Company 
32412483,SBALTI&MO138 KV  T1,Ohio Power Company 
32412487,SBLOOMIN138 KV  T1,Ohio Power Company 
32412505,SCALCUTT69 KV   CALCUTTA,Ohio Power Company 
32412507,SCANTON2138 KV  T2,Ohio Power Company 
32412509,SCENTRAL138 KV  T1,Ohio Power Company 
32412517,SCIOTOTR138 KV  T2,Ohio Power Company 
32412521,SCIOTOVI69 KV   T1,Ohio Power Company 
32412523,SCIPPO  138 KV  T1,Ohio Power Company 
32412527,SCOSHOCT138 KV  T1,Ohio Power Company 
32412539,SCUMBERL138 KV  T2,Ohio Power Company 
32412545,SEAMAN  69 KV   T1,Ohio Power Company 
32412561,SHANNON 138 KV  T1,Ohio Power Company 
32412565,SHARPROA138 KV  T1,Ohio Power Company 
32412567,SHAWNEER138 KV  T1,Ohio Power Company 
32412569,SHAWNEER138 KV  T2,Ohio Power Company 
32412575,SHELBYAEP Ohio138 KV  T1,Ohio Power Company 
32412581,SHICKSVI138 KV  T1,Ohio Power Company 
32412587,SINKINGS138 KV  T1,Ohio Power Company 
32412601,SLANCAST138 KV  T1,Ohio Power Company 
32412603,SLANCAST138 KV  T2,Ohio Power Company 
32412605,SLATE   69 KV   T1,Ohio Power Company 
32412607,SLUCASVI138 KV  T1,Ohio Power Company 
32412621,SMILLERS138 KV  T1,Ohio Power Company 
32412637,SOMERTON138 KV  T1,Ohio Power Company 
32412647,SPOINT  138 KV  T1,Ohio Power Company 
32412649,SPOINT  138 KV  T2,Ohio Power Company 
32412651,SPOINT  138 KV  T4,Ohio Power Company 
32412653,SPOINT  138 KV  T6,Ohio Power Company 
32412687,STATEAEP OhioC69 KV   T1,Ohio Power Company 
32412691,STCLAIR2138 KV  T2,Ohio Power Company 
32412693,STCLAIR2138 KV  T3,Ohio Power Company 
32412695,STCLAIRA69 KV   T1,Ohio Power Company 
32412697,STELZER 138 KV  T1,Ohio Power Company 
32412699,STELZER 138 KV  T2,Ohio Power Company 
32412709,STEUBENV138 KV  T1,Ohio Power Company 
32412711,STGEORG 69 KV   T1,Ohio Power Company 
32412737,STORONT269 KV   EUCLITAP,Ohio Power Company 
32412739,STORONT269 KV   SUNSETAP,Ohio Power Company 
32412743,STRATTON69 KV   T1,Ohio Power Company 
32412745,STROUDSR138 KV  T1,Ohio Power Company 
32412747,STROUDSR138 KV  T2,Ohio Power Company 
32412761,SUGARCAEP Ohio138 KV  CBX,Ohio Power Company 
32412769,SULPHURS138 KV  T1,Ohio Power Company 
32412771,SUMMERFI138 KV  T1,Ohio Power Company 
32412777,SUNBURY2138 KV  T1,Ohio Power Company 
32412781,SUNNYSAEP Ohio138 KV  T4,Ohio Power Company 
32412783,SUNNYSAEP Ohio138 KV  T5,Ohio Power Company 
32412785,SUNNYSAEP Ohio138 KV  T6,Ohio Power Company 
32412801,TAYLOR2 138 KV  T1,Ohio Power Company 
32412817,TEXASBER138 KV  T1,Ohio Power Company 
32412819,TEXASBER138 KV  T2,Ohio Power Company 
32412821,TEXASEAS138 KV  T1,Ohio Power Company 
32412823,TEXASEAS138 KV  T2,Ohio Power Company 
32412825,THAYER  138 KV  T1,Ohio Power Company 
32412839,TIDD_AEP138 KV  T12,Ohio Power Company 
32412843,TILLMAN 138 KV  T1,Ohio Power Company 
32412847,TI&MKEN  138 KV  T1,Ohio Power Company 
32412849,TI&MKEN  138 KV  T2,Ohio Power Company 
32412851,TI&MKEN  138 KV  T3,Ohio Power Company 
32412855,TORREY  138 KV  T1,Ohio Power Company 
32412857,TORREY  138 KV  T2,Ohio Power Company 
32412859,TORREY  138 KV  T4,Ohio Power Company 
32412863,TRABUE  138 KV  T1,Ohio Power Company 
32412865,TRABUE  138 KV  T2,Ohio Power Company 
32412867,TRABUE  138 KV  T3,Ohio Power Company 
32412871,TRENT   138 KV  T1,Ohio Power Company 
32412901,URWNEWTN138 KV  T1,Ohio Power Company 
32412921,VINE    138 KV  T1,Ohio Power Company 
32412923,VINE    138 KV  T2,Ohio Power Company 
32412925,VINE    138 KV  T3,Ohio Power Company 
32412931,WAGENHAL138 KV  T1,Ohio Power Company 
32412933,WAGENHAL138 KV  T2,Ohio Power Company 
32412935,WAGENHAL138 KV  T3,Ohio Power Company 
32412937,WAKEFIEL138 KV  T1,Ohio Power Company 
32412955,WATERFOR345 KV  C5C6,Ohio Power Company 
32412957,WATERFOR345 KV  C7C8,Ohio Power Company 
32412959,WATERLOO138 KV  T1,Ohio Power Company 
32412965,WAVERLY2138 KV  T1,Ohio Power Company 
32412967,WAVERLY2138 KV  T2,Ohio Power Company 
32412973,WAYVIEW 138 KV  T1,Ohio Power Company 
32412975,WAYVIEW 138 KV  T2,Ohio Power Company 
32412981,WCAMBRI2138 KV  T1,Ohio Power Company 
32412985,WCANTON 138 KV  T1,Ohio Power Company 
32412987,WCANTON 138 KV  T2,Ohio Power Company 
32412989,WCANTON 138 KV  T3,Ohio Power Company 
32413013,WHEBRON 138 KV  T1,Ohio Power Company 
32413015,WHEELERS69 KV   T1,Ohio Power Company 
32413017,WHEELSTE138 KV  T1,Ohio Power Company 
32413033,WILDCREE138 KV  T1,Ohio Power Company 
32413035,WILKSVIL138 KV  T1,Ohio Power Company 
32413041,WILSONCS138 KV  T1,Ohio Power Company 
32413043,WILSONCS138 KV  T2,Ohio Power Company 
32413045,WILSONCS138 KV  T3,Ohio Power Company 
32413047,WINDSOAEP Ohio138 KV  T1,Ohio Power Company 
32413053,WLANCAST138 KV  T1,Ohio Power Company 
32413055,WLANCAST138 KV  T2,Ohio Power Company 
32413059,WLI&MA   138 KV  T1,Ohio Power Company 
32413061,WLI&MA   138 KV  T2,Ohio Power Company 
